experiment,x_key,x,y_key,y,color,linestyle
NSGD,cumulative_time,0.11078500747680664,losses,6.508727073669434,gray,--
NSGD,cumulative_time,0.13799381256103516,losses,4.451235771179199,gray,--
NSGD,cumulative_time,0.16442394256591797,losses,3.18825626373291,gray,--
NSGD,cumulative_time,0.19134950637817383,losses,2.3541669845581055,gray,--
NSGD,cumulative_time,0.2184922695159912,losses,1.7739046812057495,gray,--
NSGD,cumulative_time,0.24576997756958008,losses,1.3551722764968872,gray,--
NSGD,cumulative_time,0.2729518413543701,losses,1.044909119606018,gray,--
NSGD,cumulative_time,0.3000960350036621,losses,0.8105946183204651,gray,--
NSGD,cumulative_time,0.3272583484649658,losses,0.631384015083313,gray,--
NSGD,cumulative_time,0.3549790382385254,losses,0.4933256506919861,gray,--
NSGD,cumulative_time,0.3824295997619629,losses,0.3865724802017212,gray,--
NSGD,cumulative_time,0.4095878601074219,losses,0.3037819266319275,gray,--
NSGD,cumulative_time,0.43668270111083984,losses,0.23928524553775787,gray,--
NSGD,cumulative_time,0.4661738872528076,losses,0.18870490789413452,gray,--
NSGD,cumulative_time,0.4931528568267822,losses,0.1487547755241394,gray,--
NSGD,cumulative_time,0.5203235149383545,losses,0.11705383658409119,gray,--
NSGD,cumulative_time,0.5475330352783203,losses,0.09191088378429413,gray,--
NSGD,cumulative_time,0.5746853351593018,losses,0.07210728526115417,gray,--
NSGD,cumulative_time,0.6018831729888916,losses,0.05672015622258186,gray,--
NSGD,cumulative_time,0.6288723945617676,losses,0.044997453689575195,gray,--
NSGD,cumulative_time,0.6565268039703369,losses,0.03628223389387131,gray,--
NSGD,cumulative_time,0.6845312118530273,losses,0.030496910214424133,gray,--
NSGD,cumulative_time,0.7124991416931152,losses,0.0269827451556921,gray,--
NSGD,cumulative_time,0.740206241607666,losses,0.024562954902648926,gray,--
NSGD,cumulative_time,0.7679581642150879,losses,0.0227869413793087,gray,--
NSGD,cumulative_time,0.7955944538116455,losses,0.021413763985037804,gray,--
NSGD,cumulative_time,0.8232471942901611,losses,0.020305220037698746,gray,--
NSGD,cumulative_time,0.8524672985076904,losses,0.019378477707505226,gray,--
NSGD,cumulative_time,0.8801593780517578,losses,0.018581457436084747,gray,--
NSGD,cumulative_time,0.9078061580657959,losses,0.01788005605340004,gray,--
NSGD,cumulative_time,0.935492753982544,losses,0.017251618206501007,gray,--
NSGD,cumulative_time,0.9631192684173584,losses,0.016680244356393814,gray,--
NSGD,cumulative_time,0.9907834529876709,losses,0.01615470089018345,gray,--
NSGD,cumulative_time,1.017798900604248,losses,0.015666833147406578,gray,--
NSGD,cumulative_time,1.0452685356140137,losses,0.015210697427392006,gray,--
NSGD,cumulative_time,1.072521686553955,losses,0.014781462028622627,gray,--
NSGD,cumulative_time,1.0996854305267334,losses,0.014375763013958931,gray,--
NSGD,cumulative_time,1.1268093585968018,losses,0.013990753330290318,gray,--
NSGD,cumulative_time,1.1539733409881592,losses,0.013624146580696106,gray,--
NSGD,cumulative_time,1.1810452938079834,losses,0.013274261727929115,gray,--
NSGD,cumulative_time,1.2082033157348633,losses,0.012939558364450932,gray,--
NSGD,cumulative_time,1.2354457378387451,losses,0.012618759647011757,gray,--
NSGD,cumulative_time,1.262580156326294,losses,0.012310771271586418,gray,--
NSGD,cumulative_time,1.2896242141723633,losses,0.012014814652502537,gray,--
NSGD,cumulative_time,1.3171374797821045,losses,0.011730138212442398,gray,--
NSGD,cumulative_time,1.3443710803985596,losses,0.011455867439508438,gray,--
NSGD,cumulative_time,1.3723082542419434,losses,0.011191543191671371,gray,--
NSGD,cumulative_time,1.399911642074585,losses,0.010936591774225235,gray,--
NSGD,cumulative_time,1.427595615386963,losses,0.010690600611269474,gray,--
NSGD,cumulative_time,1.4552364349365234,losses,0.010453015565872192,gray,--
NSGD,cumulative_time,1.4829301834106445,losses,0.010223373770713806,gray,--
NSGD,cumulative_time,1.5106980800628662,losses,0.010001539252698421,gray,--
NSGD,cumulative_time,1.5383861064910889,losses,0.00978701002895832,gray,--
NSGD,cumulative_time,1.5680100917816162,losses,0.009579510428011417,gray,--
NSGD,cumulative_time,1.595724105834961,losses,0.009378671646118164,gray,--
NSGD,cumulative_time,1.6232848167419434,losses,0.0091842757537961,gray,--
NSGD,cumulative_time,1.6508891582489014,losses,0.008996040560305119,gray,--
NSGD,cumulative_time,1.678297996520996,losses,0.008813731372356415,gray,--
NSGD,cumulative_time,1.7055208683013916,losses,0.008637070655822754,gray,--
NSGD,cumulative_time,1.7325935363769531,losses,0.0084659019485116,gray,--
NSGD,cumulative_time,1.7598981857299805,losses,0.008300015702843666,gray,--
NSGD,cumulative_time,1.7872779369354248,losses,0.008139120414853096,gray,--
NSGD,cumulative_time,1.816573143005371,losses,0.007983122952282429,gray,--
NSGD,cumulative_time,1.8440117835998535,losses,0.007831774652004242,gray,--
NSGD,cumulative_time,1.8714468479156494,losses,0.007684988901019096,gray,--
NSGD,cumulative_time,1.8988068103790283,losses,0.00754248071461916,gray,--
NSGD,cumulative_time,1.9262490272521973,losses,0.007404191419482231,gray,--
NSGD,cumulative_time,1.9536778926849365,losses,0.007269849069416523,gray,--
NSGD,cumulative_time,1.9811334609985352,losses,0.007139447145164013,gray,--
NSGD,cumulative_time,2.0085256099700928,losses,0.007012797519564629,gray,--
NSGD,cumulative_time,2.0366456508636475,losses,0.006889769341796637,gray,--
NSGD,cumulative_time,2.06461763381958,losses,0.0067701698280870914,gray,--
NSGD,cumulative_time,2.0925655364990234,losses,0.006653968710452318,gray,--
NSGD,cumulative_time,2.1203787326812744,losses,0.006540996488183737,gray,--
NSGD,cumulative_time,2.1483469009399414,losses,0.006431098096072674,gray,--
NSGD,cumulative_time,2.176198959350586,losses,0.006324294954538345,gray,--
NSGD,cumulative_time,2.204225540161133,losses,0.006220421753823757,gray,--
NSGD,cumulative_time,2.2321743965148926,losses,0.006119348108768463,gray,--
NSGD,cumulative_time,2.260133743286133,losses,0.006021025590598583,gray,--
NSGD,cumulative_time,2.2877585887908936,losses,0.0059252651408314705,gray,--
NSGD,cumulative_time,2.3153316974639893,losses,0.005832094699144363,gray,--
NSGD,cumulative_time,2.3428444862365723,losses,0.005741374101489782,gray,--
NSGD,cumulative_time,2.3707075119018555,losses,0.005653051659464836,gray,--
NSGD,cumulative_time,2.398296356201172,losses,0.005567006766796112,gray,--
NSGD,cumulative_time,2.4257900714874268,losses,0.005483232904225588,gray,--
NSGD,cumulative_time,2.453317880630493,losses,0.0054015591740608215,gray,--
NSGD,cumulative_time,2.480895519256592,losses,0.005322020500898361,gray,--
NSGD,cumulative_time,2.5084731578826904,losses,0.005244468804448843,gray,--
NSGD,cumulative_time,2.5360805988311768,losses,0.0051689185202121735,gray,--
NSGD,cumulative_time,2.5637056827545166,losses,0.005095221567898989,gray,--
NSGD,cumulative_time,2.5913026332855225,losses,0.005023320205509663,gray,--
NSGD,cumulative_time,2.6188414096832275,losses,0.004953238647431135,gray,--
NSGD,cumulative_time,2.646450996398926,losses,0.004884917289018631,gray,--
NSGD,cumulative_time,2.6741268634796143,losses,0.00481821596622467,gray,--
NSGD,cumulative_time,2.701902389526367,losses,0.004753134213387966,gray,--
NSGD,cumulative_time,2.729480743408203,losses,0.004689653404057026,gray,--
NSGD,cumulative_time,2.757037401199341,losses,0.004627712070941925,gray,--
NSGD,cumulative_time,2.7846243381500244,losses,0.004567205905914307,gray,--
NSGD,cumulative_time,2.812302827835083,losses,0.004508077632635832,gray,--
NSGD,cumulative_time,2.839841604232788,losses,0.0044504073448479176,gray,--
NSGD,cumulative_time,2.867624282836914,losses,0.004394092131406069,gray,--
NSGD,cumulative_time,2.8951966762542725,losses,0.004339038860052824,gray,--
NSGD,cumulative_time,2.9227631092071533,losses,0.004285318776965141,gray,--
NSGD,cumulative_time,2.950288772583008,losses,0.004232793115079403,gray,--
NSGD,cumulative_time,2.9778084754943848,losses,0.004181446507573128,gray,--
NSGD,cumulative_time,3.005052089691162,losses,0.004131312482059002,gray,--
NSGD,cumulative_time,3.03277850151062,losses,0.0040822988376021385,gray,--
NSGD,cumulative_time,3.060189962387085,losses,0.004034355282783508,gray,--
NSGD,cumulative_time,3.0877838134765625,losses,0.00398748554289341,gray,--
NSGD,cumulative_time,3.1153128147125244,losses,0.003941682167351246,gray,--
NSGD,cumulative_time,3.1428604125976562,losses,0.003896876936778426,gray,--
NSGD,cumulative_time,3.1704306602478027,losses,0.00385299907065928,gray,--
NSGD,cumulative_time,3.198049545288086,losses,0.0038101566024124622,gray,--
NSGD,cumulative_time,3.2256240844726562,losses,0.00376817281357944,gray,--
NSGD,cumulative_time,3.2532520294189453,losses,0.0037271264009177685,gray,--
NSGD,cumulative_time,3.2807700634002686,losses,0.0036869565956294537,gray,--
NSGD,cumulative_time,3.30835223197937,losses,0.0036476226523518562,gray,--
NSGD,iterations,0.0,grad_spectral_norms,2.0190553665161133,gray,--
NSGD,iterations,100.0,grad_spectral_norms,0.23480744659900665,gray,--
NSGD,iterations,200.0,grad_spectral_norms,0.13303564488887787,gray,--
NSGD,iterations,300.0,grad_spectral_norms,0.09009352326393127,gray,--
