experiment,x_key,x,y_key,y,color,linestyle
NSGD,iterations,5800.0,grad_spectral_norms,0.30364087224006653,gray,--
NSGD,iterations,5900.0,grad_spectral_norms,0.3008411228656769,gray,--
NSGD,iterations,6000.0,grad_spectral_norms,0.2980894446372986,gray,--
NSGD,iterations,6100.0,grad_spectral_norms,0.29538819193840027,gray,--
NSGD,iterations,6200.0,grad_spectral_norms,0.2927365303039551,gray,--
NSGD,iterations,6300.0,grad_spectral_norms,0.29013124108314514,gray,--
NSGD,iterations,6400.0,grad_spectral_norms,0.28754740953445435,gray,--
NSGD,iterations,6500.0,grad_spectral_norms,0.2850365936756134,gray,--
NSGD,iterations,6600.0,grad_spectral_norms,0.2825712561607361,gray,--
NSGD,iterations,6700.0,grad_spectral_norms,0.28013333678245544,gray,--
NSGD,iterations,6800.0,grad_spectral_norms,0.2777270972728729,gray,--
NSGD,iterations,6900.0,grad_spectral_norms,0.2753814160823822,gray,--
NSGD,iterations,7000.0,grad_spectral_norms,0.2730724811553955,gray,--
NSGD,iterations,7100.0,grad_spectral_norms,0.27078649401664734,gray,--
NSGD,iterations,7200.0,grad_spectral_norms,0.26854395866394043,gray,--
NSGD,iterations,7300.0,grad_spectral_norms,0.26633936166763306,gray,--
NSGD,iterations,7400.0,grad_spectral_norms,0.264163613319397,gray,--
NSGD,iterations,7500.0,grad_spectral_norms,0.2620343565940857,gray,--
NSGD,iterations,7600.0,grad_spectral_norms,0.25992551445961,gray,--
NSGD,iterations,7700.0,grad_spectral_norms,0.25785985589027405,gray,--
NSGD,iterations,7800.0,grad_spectral_norms,0.25580835342407227,gray,--
NSGD,iterations,7900.0,grad_spectral_norms,0.2538020610809326,gray,--
NSGD,iterations,8000.0,grad_spectral_norms,0.25182583928108215,gray,--
NSGD,iterations,8100.0,grad_spectral_norms,0.2498685121536255,gray,--
NSGD,iterations,8200.0,grad_spectral_norms,0.24794147908687592,gray,--
NSGD,iterations,8300.0,grad_spectral_norms,0.2460501343011856,gray,--
NSGD,iterations,8400.0,grad_spectral_norms,0.24417385458946228,gray,--
NSGD,iterations,8500.0,grad_spectral_norms,0.24233286082744598,gray,--
NSGD,iterations,8600.0,grad_spectral_norms,0.24051590263843536,gray,--
NSGD,iterations,8700.0,grad_spectral_norms,0.23872706294059753,gray,--
NSGD,iterations,8800.0,grad_spectral_norms,0.2369532287120819,gray,--
NSGD,iterations,8900.0,grad_spectral_norms,0.23521734774112701,gray,--
NSGD,iterations,9000.0,grad_spectral_norms,0.23349101841449738,gray,--
NSGD,iterations,9100.0,grad_spectral_norms,0.2317875474691391,gray,--
NSGD,iterations,9200.0,grad_spectral_norms,0.2301226705312729,gray,--
NSGD,iterations,9300.0,grad_spectral_norms,0.2284700870513916,gray,--
NSGD,iterations,9400.0,grad_spectral_norms,0.22682926058769226,gray,--
NSGD,iterations,9500.0,grad_spectral_norms,0.2252100706100464,gray,--
NSGD,iterations,9600.0,grad_spectral_norms,0.22362610697746277,gray,--
NSGD,iterations,9700.0,grad_spectral_norms,0.22205792367458344,gray,--
NSGD,iterations,9800.0,grad_spectral_norms,0.2204933762550354,gray,--
NSGD,iterations,9900.0,grad_spectral_norms,0.21895961463451385,gray,--
NSGD,iterations,10000.0,grad_spectral_norms,0.21744786202907562,gray,--
NSGD,iterations,10100.0,grad_spectral_norms,0.2159494310617447,gray,--
NSGD,iterations,10200.0,grad_spectral_norms,0.21447420120239258,gray,--
NSGD,iterations,10300.0,grad_spectral_norms,0.21300986409187317,gray,--
NSGD,iterations,10400.0,grad_spectral_norms,0.21156305074691772,gray,--
NSGD,iterations,10500.0,grad_spectral_norms,0.2101304829120636,gray,--
NSGD,iterations,10600.0,grad_spectral_norms,0.20871740579605103,gray,--
NSGD,iterations,10700.0,grad_spectral_norms,0.20731914043426514,gray,--
NSGD,iterations,10800.0,grad_spectral_norms,0.2059335857629776,gray,--
NSGD,iterations,10900.0,grad_spectral_norms,0.20456713438034058,gray,--
NSGD,iterations,11000.0,grad_spectral_norms,0.20321537554264069,gray,--
NSGD,iterations,11100.0,grad_spectral_norms,0.20188191533088684,gray,--
NSGD,iterations,11200.0,grad_spectral_norms,0.20055338740348816,gray,--
NSGD,iterations,11300.0,grad_spectral_norms,0.19924573600292206,gray,--
NSGD,iterations,11400.0,grad_spectral_norms,0.19795405864715576,gray,--
NSGD,iterations,11500.0,grad_spectral_norms,0.19666831195354462,gray,--
NSGD,iterations,11600.0,grad_spectral_norms,0.19539543986320496,gray,--
NSGD,iterations,11700.0,grad_spectral_norms,0.1941455602645874,gray,--
NSGD,iterations,11800.0,grad_spectral_norms,0.1929014027118683,gray,--
NSGD,iterations,11900.0,grad_spectral_norms,0.1916685551404953,gray,--
NSGD,cumulative_time,0.0005753040313720703,grad_spectral_norms,2.0190553665161133,gray,--
NSGD,cumulative_time,0.07464170455932617,grad_spectral_norms,0.7988834381103516,gray,--
NSGD,cumulative_time,0.10920453071594238,grad_spectral_norms,0.7554553747177124,gray,--
NSGD,cumulative_time,0.14485764503479004,grad_spectral_norms,0.7231151461601257,gray,--
NSGD,cumulative_time,0.17855381965637207,grad_spectral_norms,0.6965131163597107,gray,--
NSGD,cumulative_time,0.21240949630737305,grad_spectral_norms,0.6736562848091125,gray,--
NSGD,cumulative_time,0.24512410163879395,grad_spectral_norms,0.6533976197242737,gray,--
NSGD,cumulative_time,0.27907395362854004,grad_spectral_norms,0.6351436972618103,gray,--
NSGD,cumulative_time,0.3117091655731201,grad_spectral_norms,0.6185099482536316,gray,--
NSGD,cumulative_time,0.34798192977905273,grad_spectral_norms,0.6031371355056763,gray,--
NSGD,cumulative_time,0.38077473640441895,grad_spectral_norms,0.5888572335243225,gray,--
NSGD,cumulative_time,0.4142320156097412,grad_spectral_norms,0.5755565762519836,gray,--
NSGD,cumulative_time,0.4488518238067627,grad_spectral_norms,0.5630252361297607,gray,--
NSGD,cumulative_time,0.4856128692626953,grad_spectral_norms,0.551209032535553,gray,--
NSGD,cumulative_time,0.5196053981781006,grad_spectral_norms,0.5400518774986267,gray,--
NSGD,cumulative_time,0.5571267604827881,grad_spectral_norms,0.5294704437255859,gray,--
NSGD,cumulative_time,0.6001901626586914,grad_spectral_norms,0.5193769931793213,gray,--
NSGD,cumulative_time,0.6363804340362549,grad_spectral_norms,0.5097711086273193,gray,--
NSGD,cumulative_time,0.6708440780639648,grad_spectral_norms,0.5005906224250793,gray,--
NSGD,cumulative_time,0.703906774520874,grad_spectral_norms,0.4918144643306732,gray,--
NSGD,cumulative_time,0.741283655166626,grad_spectral_norms,0.48338958621025085,gray,--
NSGD,cumulative_time,0.7850654125213623,grad_spectral_norms,0.4753076732158661,gray,--
NSGD,cumulative_time,0.8198180198669434,grad_spectral_norms,0.46753937005996704,gray,--
NSGD,cumulative_time,0.8557004928588867,grad_spectral_norms,0.46007320284843445,gray,--
NSGD,cumulative_time,0.8883001804351807,grad_spectral_norms,0.45287978649139404,gray,--
NSGD,cumulative_time,0.9275021553039551,grad_spectral_norms,0.44595515727996826,gray,--
NSGD,cumulative_time,0.9736082553863525,grad_spectral_norms,0.43927618861198425,gray,--
