step,epoch,loss,train_acc,whiten.bias_frobenius,whiten.bias_spectral,whiten.bias_nuclear,layers.1.conv1.weight_frobenius,layers.1.conv1.weight_spectral,layers.1.conv1.weight_nuclear,layers.1.norm1.bias_frobenius,layers.1.norm1.bias_spectral,layers.1.norm1.bias_nuclear,layers.1.conv2.weight_frobenius,layers.1.conv2.weight_spectral,layers.1.conv2.weight_nuclear,layers.1.norm2.bias_frobenius,layers.1.norm2.bias_spectral,layers.1.norm2.bias_nuclear,layers.2.conv1.weight_frobenius,layers.2.conv1.weight_spectral,layers.2.conv1.weight_nuclear,layers.2.norm1.bias_frobenius,layers.2.norm1.bias_spectral,layers.2.norm1.bias_nuclear,layers.2.conv2.weight_frobenius,layers.2.conv2.weight_spectral,layers.2.conv2.weight_nuclear,layers.2.norm2.bias_frobenius,layers.2.norm2.bias_spectral,layers.2.norm2.bias_nuclear,layers.3.conv1.weight_frobenius,layers.3.conv1.weight_spectral,layers.3.conv1.weight_nuclear,layers.3.norm1.bias_frobenius,layers.3.norm1.bias_spectral,layers.3.norm1.bias_nuclear,layers.3.conv2.weight_frobenius,layers.3.conv2.weight_spectral,layers.3.conv2.weight_nuclear,layers.3.norm2.bias_frobenius,layers.3.norm2.bias_spectral,layers.3.norm2.bias_nuclear,head.weight_frobenius,head.weight_spectral,head.weight_nuclear,total_frobenius,total_spectral,total_nuclear,val_acc
0,0,4620.0,0.11050000786781311,2.420792579650879,2.4207923412323,2.4207923412323,149.766845703125,72.95953369140625,840.7808837890625,1.7174969911575317,1.7174967527389526,1.7174967527389526,113.89351654052734,65.84040069580078,672.416748046875,1.8021174669265747,1.8021175861358643,1.8021175861358643,259.0202941894531,140.234375,2200.857421875,1.0649040937423706,1.0649040937423706,1.0649040937423706,191.2548370361328,122.27509307861328,1573.259033203125,0.9655149579048157,0.9655149579048157,0.9655149579048157,154.8745574951172,95.09198760986328,1378.817138671875,2.5822033882141113,2.5822033882141113,2.5822033882141113,142.39341735839844,90.05341339111328,1089.928955078125,4.4215593338012695,4.421558856964111,4.421558856964111,17.107254028320312,16.457155227661133,27.87921142578125,428.5636248462726,140.234375,7798.913980066776,0.7639999985694885
20,0,2864.0,0.7065000534057617,21.689476013183594,21.689476013183594,21.689476013183594,183.3472442626953,139.57997131347656,682.0086059570312,14.613165855407715,14.613165855407715,14.613165855407715,159.69613647460938,97.1697998046875,710.734375,12.479876518249512,12.479876518249512,12.479876518249512,133.15994262695312,69.9355697631836,970.8385009765625,7.160646915435791,7.160646915435791,7.160646915435791,140.09799194335938,72.69160461425781,1075.2430419921875,6.563979148864746,6.563979148864746,6.563979148864746,109.37515258789062,55.1573371887207,998.7530517578125,7.924073696136475,7.924074172973633,7.924074172973633,103.39825439453125,52.08153533935547,989.0439453125,23.1870059967041,23.18700408935547,23.18700408935547,8.85935115814209,7.465554237365723,18.618755340576172,347.48411611255347,139.57997131347656,5538.85849905014,0.7639999985694885
40,1,inf,0.8240000605583191,9.374993324279785,9.374993324279785,9.374993324279785,95.8833236694336,66.73001098632812,413.8205261230469,9.024683952331543,9.024682998657227,9.024682998657227,85.48186492919922,49.66978454589844,454.0985107421875,8.973536491394043,8.97353744506836,8.97353744506836,80.46733856201172,33.292091369628906,750.42529296875,6.966733455657959,6.966733932495117,6.966733932495117,95.42552947998047,36.35633850097656,935.2361450195312,6.499309062957764,6.499309062957764,6.499309062957764,78.53533172607422,28.533952713012695,842.93505859375,8.96596908569336,8.965968132019043,8.965968132019043,59.594215393066406,24.71779441833496,629.174560546875,13.117799758911133,13.11780071258545,13.11780071258545,5.9366254806518555,5.169921875,12.418159484863281,205.9839776393474,66.73001098632812,4101.031279087067,0.7726999521255493
60,2,inf,0.8640000224113464,10.269155502319336,10.269155502319336,10.269155502319336,91.66972351074219,70.52432250976562,377.54241943359375,12.402798652648926,12.40279769897461,12.40279769897461,85.17225646972656,56.121360778808594,436.8859558105469,13.107892036437988,13.107891082763672,13.107891082763672,82.47640228271484,42.5946159362793,750.4570922851562,9.423762321472168,9.423760414123535,9.423760414123535,95.91448211669922,39.94156265258789,967.6913452148438,8.960736274719238,8.960736274719238,8.960736274719238,76.03571319580078,28.669395446777344,838.75927734375,10.220770835876465,10.220770835876465,10.220770835876465,48.691429138183594,18.416290283203125,525.2891845703125,10.449752807617188,10.449752807617188,10.449752807617188,5.188104629516602,4.12982702255249,12.088395118713379,201.62505563580038,70.52432250976562,3983.5485343933105,0.8398999571800232
80,3,inf,0.8940000534057617,,,,65.21881866455078,42.08152770996094,304.69805908203125,9.6857328414917,9.6857328414917,9.6857328414917,67.00138092041016,30.67991065979004,389.904052734375,8.943034172058105,8.943034172058105,8.943034172058105,69.6396484375,24.798505783081055,704.787353515625,8.518926620483398,8.518926620483398,8.518926620483398,82.300048828125,29.36728286743164,922.1655883789062,8.744744300842285,8.744743347167969,8.744743347167969,66.73416900634766,22.960033416748047,790.1318969726562,10.435097694396973,10.435097694396973,10.435097694396973,41.96632385253906,16.5838565826416,449.98431396484375,9.98948860168457,9.989489555358887,9.989489555358887,5.080340385437012,3.9156064987182617,12.00517463684082,164.73495265089954,42.08152770996094,3629.9934635162354,0.8854999542236328
100,4,inf,0.9285000562667847,,,,36.22175216674805,16.163013458251953,200.92967224121094,5.1282734870910645,5.128273010253906,5.128273010253906,48.16856384277344,24.38437271118164,294.73052978515625,7.724157333374023,7.724156856536865,7.724156856536865,57.3735237121582,28.52594757080078,576.8792724609375,7.248732566833496,7.248732566833496,7.248732566833496,69.31024932861328,30.17476463317871,787.046630859375,7.626780986785889,7.6267805099487305,7.6267805099487305,54.98185729980469,20.291446685791016,664.39404296875,8.084421157836914,8.084421157836914,8.084421157836914,28.940797805786133,11.22767448425293,324.7884521484375,6.901590824127197,6.901590347290039,6.901590347290039,3.508960008621216,2.958881139755249,7.581711769104004,126.13646775155195,30.17476463317871,2899.064266681671,0.8912999629974365
120,4,inf,0.9335000514984131,,,,44.204986572265625,19.99561882019043,237.70883178710938,8.820582389831543,8.820581436157227,8.820581436157227,56.79159164428711,30.524900436401367,332.4398193359375,11.400932312011719,11.400932312011719,11.400932312011719,60.504703521728516,23.5131893157959,633.0108642578125,8.991751670837402,8.991750717163086,8.991750717163086,75.05452728271484,25.855661392211914,879.278564453125,11.077376365661621,11.077375411987305,11.077375411987305,61.26273727416992,19.628488540649414,736.433349609375,10.935276985168457,10.93527603149414,10.93527603149414,28.707366943359375,10.3590726852417,325.66412353515625,6.585041522979736,6.585041046142578,6.585041046142578,3.4640586376190186,2.6817657947540283,8.32012939453125,140.13168585925288,30.524900436401367,3210.666639328003,0.8912999629974365
140,5,inf,0.9380000233650208,,,,38.69416809082031,19.989229202270508,209.2566680908203,6.393578052520752,6.393578052520752,6.393578052520752,51.67750549316406,29.76370620727539,309.66522216796875,9.23974323272705,9.239744186401367,9.239744186401367,57.87253952026367,25.024030685424805,611.87939453125,7.946191787719727,7.94619083404541,7.94619083404541,71.8206787109375,27.249774932861328,862.9481811523438,10.748064041137695,10.748064041137695,10.748064041137695,57.44571304321289,18.873565673828125,711.1124267578125,11.862110137939453,11.862109184265137,11.862109184265137,26.878278732299805,10.919999122619629,294.8167724609375,7.351308345794678,7.351308822631836,7.351308822631836,3.7505929470062256,3.3315582275390625,7.389053821563721,131.1923306926473,29.76370620727539,3060.6087141036987,0.8931999802589417
160,6,inf,0.9620000720024109,,,,34.63041305541992,19.748056411743164,185.414794921875,6.991100311279297,6.9910993576049805,6.9910993576049805,47.581871032714844,27.371923446655273,282.1307373046875,7.816582679748535,7.816582679748535,7.816582679748535,55.034812927246094,24.408544540405273,568.704345703125,8.63383674621582,8.63383674621582,8.63383674621582,68.4325942993164,24.132925033569336,819.00927734375,9.373994827270508,9.373994827270508,9.373994827270508,56.629974365234375,19.806745529174805,687.4366455078125,8.70901870727539,8.70901870727539,8.70901870727539,23.717275619506836,8.084956169128418,263.79901123046875,4.729595184326172,4.729595184326172,4.729595184326172,2.6187984943389893,2.016270399093628,5.892495632171631,123.78237864329644,27.371923446655273,2858.641435146332,0.8941999673843384
180,7,inf,0.9665000438690186,,,,32.376190185546875,17.112735748291016,175.42320251464844,6.301999092102051,6.301999092102051,6.301999092102051,42.33856964111328,21.056678771972656,264.52288818359375,9.801231384277344,9.801231384277344,9.801231384277344,49.75794982910156,17.93825340270996,538.7951049804688,8.760062217712402,8.760062217712402,8.760062217712402,63.77922058105469,20.329273223876953,790.0497436523438,8.704763412475586,8.704763412475586,8.704763412475586,53.532875061035156,18.007144927978516,663.383544921875,10.147826194763184,10.1478271484375,10.1478271484375,24.124059677124023,9.786155700683594,256.79901123046875,6.206761837005615,6.206761837005615,6.206761837005615,3.432126760482788,2.7123606204986572,7.448206424713135,115.21165902513937,21.056678771972656,2746.344347000122,0.914199948310852
