step,epoch,loss,train_acc,whiten.bias_frobenius,whiten.bias_spectral,whiten.bias_nuclear,layers.1.conv1.weight_frobenius,layers.1.conv1.weight_spectral,layers.1.conv1.weight_nuclear,layers.1.norm1.bias_frobenius,layers.1.norm1.bias_spectral,layers.1.norm1.bias_nuclear,layers.1.conv2.weight_frobenius,layers.1.conv2.weight_spectral,layers.1.conv2.weight_nuclear,layers.1.norm2.bias_frobenius,layers.1.norm2.bias_spectral,layers.1.norm2.bias_nuclear,layers.2.conv1.weight_frobenius,layers.2.conv1.weight_spectral,layers.2.conv1.weight_nuclear,layers.2.norm1.bias_frobenius,layers.2.norm1.bias_spectral,layers.2.norm1.bias_nuclear,layers.2.conv2.weight_frobenius,layers.2.conv2.weight_spectral,layers.2.conv2.weight_nuclear,layers.2.norm2.bias_frobenius,layers.2.norm2.bias_spectral,layers.2.norm2.bias_nuclear,layers.3.conv1.weight_frobenius,layers.3.conv1.weight_spectral,layers.3.conv1.weight_nuclear,layers.3.norm1.bias_frobenius,layers.3.norm1.bias_spectral,layers.3.norm1.bias_nuclear,layers.3.conv2.weight_frobenius,layers.3.conv2.weight_spectral,layers.3.conv2.weight_nuclear,layers.3.norm2.bias_frobenius,layers.3.norm2.bias_spectral,layers.3.norm2.bias_nuclear,head.weight_frobenius,head.weight_spectral,head.weight_nuclear,total_frobenius,total_spectral,total_nuclear,val_acc
0,0,4620.0,0.11050000786781311,2.420792579650879,2.4207923412323,2.4207923412323,149.766845703125,72.95953369140625,840.7808837890625,1.7174969911575317,1.7174967527389526,1.7174967527389526,113.89351654052734,65.84040069580078,672.416748046875,1.8021174669265747,1.8021175861358643,1.8021175861358643,259.0202941894531,140.234375,2200.857421875,1.0649040937423706,1.0649040937423706,1.0649040937423706,191.2548370361328,122.27509307861328,1573.259033203125,0.9655149579048157,0.9655149579048157,0.9655149579048157,154.8745574951172,95.09198760986328,1378.817138671875,2.5822033882141113,2.5822033882141113,2.5822033882141113,142.39341735839844,90.05341339111328,1089.928955078125,4.4215593338012695,4.421558856964111,4.421558856964111,17.107254028320312,16.457155227661133,27.87921142578125,428.5636248462726,140.234375,7798.913980066776,0.4068000018596649
50,2,3548.0,0.49500003457069397,8.266554832458496,8.266554832458496,8.266554832458496,431.56121826171875,269.44171142578125,2231.439208984375,9.332666397094727,9.33266830444336,9.33266830444336,584.2896728515625,409.1440124511719,3143.427734375,9.069269180297852,9.069269180297852,9.069269180297852,594.657958984375,317.6646728515625,5060.9111328125,3.9016032218933105,3.9016034603118896,3.9016034603118896,676.8895263671875,376.3205871582031,6099.41748046875,5.428203582763672,5.428203582763672,5.428203582763672,488.8059387207031,226.83456420898438,4712.42431640625,9.931417465209961,9.931416511535645,9.931416511535645,483.6990966796875,289.9299011230469,3726.1630859375,19.300182342529297,19.30018424987793,19.30018424987793,6.24993896484375,5.272394180297852,14.20775318145752,1346.523543730121,409.1440124511719,25053.22061228752,0.491599977016449
100,4,3336.0,0.5520000457763672,,,,369.2867736816406,193.0559539794922,2088.69775390625,6.157002925872803,6.157002925872803,6.157002925872803,522.2426147460938,278.9640808105469,3148.8212890625,7.288234710693359,7.288234710693359,7.288234710693359,552.8922729492188,203.26443481445312,5192.84326171875,2.8605268001556396,2.8605265617370605,2.8605265617370605,703.6702880859375,280.9197082519531,6961.3564453125,4.973203182220459,4.973202705383301,4.973202705383301,590.322265625,231.40562438964844,5666.455078125,9.805961608886719,9.805961608886719,9.805961608886719,594.768310546875,447.4476318359375,4232.724609375,11.6154146194458,11.615412712097168,11.615412712097168,6.089573860168457,5.20598840713501,13.56997299194336,1382.9582894222433,447.4476318359375,27347.168751716614,0.5532999634742737
150,6,3218.0,0.6135000586509705,,,,435.5140380859375,226.28561401367188,2279.798828125,6.595504283905029,6.595504283905029,6.595504283905029,635.4821166992188,430.5046081542969,3380.92822265625,7.516132354736328,7.516132831573486,7.516132831573486,652.772216796875,387.06988525390625,5564.6630859375,5.080483913421631,5.080483913421631,5.080483913421631,901.0706176757812,562.3230590820312,7872.71240234375,7.303615570068359,7.303615093231201,7.303615093231201,1476.4185791015625,1310.7623291015625,7465.74560546875,9.574782371520996,9.57478141784668,9.57478141784668,744.7711181640625,577.383544921875,4751.8125,10.499250411987305,10.499251365661621,10.499251365661621,5.468685626983643,4.361719131469727,13.306619644165039,2136.926911834204,1310.7623291015625,31375.537033081055,0.5895000100135803
200,8,3156.0,0.6340000033378601,,,,381.52020263671875,189.01377868652344,2114.025634765625,9.0407075881958,9.040709495544434,9.040709495544434,542.4900512695312,244.45919799804688,3232.9833984375,7.144155502319336,7.144155025482178,7.144155025482178,573.3900146484375,217.59263610839844,5473.5888671875,3.44989275932312,3.44989275932312,3.44989275932312,806.552490234375,305.95355224609375,7936.2509765625,7.318870544433594,7.3188700675964355,7.3188700675964355,947.245849609375,572.988037109375,7020.5419921875,8.866228103637695,8.866227149963379,8.866227149963379,574.514404296875,303.0863952636719,4559.35595703125,7.693551063537598,7.6935505867004395,7.6935505867004395,5.144826412200928,4.060934066772461,12.460556030273438,1626.9173797215908,572.988037109375,30392.72078728676,0.6180999875068665
