step,epoch,loss,train_acc,whiten.bias_frobenius,whiten.bias_spectral,whiten.bias_nuclear,layers.1.conv1.weight_frobenius,layers.1.conv1.weight_spectral,layers.1.conv1.weight_nuclear,layers.1.norm1.bias_frobenius,layers.1.norm1.bias_spectral,layers.1.norm1.bias_nuclear,layers.1.conv2.weight_frobenius,layers.1.conv2.weight_spectral,layers.1.conv2.weight_nuclear,layers.1.norm2.bias_frobenius,layers.1.norm2.bias_spectral,layers.1.norm2.bias_nuclear,layers.2.conv1.weight_frobenius,layers.2.conv1.weight_spectral,layers.2.conv1.weight_nuclear,layers.2.norm1.bias_frobenius,layers.2.norm1.bias_spectral,layers.2.norm1.bias_nuclear,layers.2.conv2.weight_frobenius,layers.2.conv2.weight_spectral,layers.2.conv2.weight_nuclear,layers.2.norm2.bias_frobenius,layers.2.norm2.bias_spectral,layers.2.norm2.bias_nuclear,layers.3.conv1.weight_frobenius,layers.3.conv1.weight_spectral,layers.3.conv1.weight_nuclear,layers.3.norm1.bias_frobenius,layers.3.norm1.bias_spectral,layers.3.norm1.bias_nuclear,layers.3.conv2.weight_frobenius,layers.3.conv2.weight_spectral,layers.3.conv2.weight_nuclear,layers.3.norm2.bias_frobenius,layers.3.norm2.bias_spectral,layers.3.norm2.bias_nuclear,head.weight_frobenius,head.weight_spectral,head.weight_nuclear,total_frobenius,total_spectral,total_nuclear,val_acc
0,0,4620.0,0.11050000786781311,2.420792579650879,2.4207923412323,2.4207923412323,149.766845703125,72.95953369140625,840.7808837890625,1.7174969911575317,1.7174967527389526,1.7174967527389526,113.89351654052734,65.84040069580078,672.416748046875,1.8021174669265747,1.8021175861358643,1.8021175861358643,259.0202941894531,140.234375,2200.857421875,1.0649040937423706,1.0649040937423706,1.0649040937423706,191.2548370361328,122.27509307861328,1573.259033203125,0.9655149579048157,0.9655149579048157,0.9655149579048157,154.8745574951172,95.09198760986328,1378.817138671875,2.5822033882141113,2.5822033882141113,2.5822033882141113,142.39341735839844,90.05341339111328,1089.928955078125,4.4215593338012695,4.421558856964111,4.421558856964111,17.107254028320312,16.457155227661133,27.87921142578125,428.5636248462726,140.234375,7798.913980066776,0.6809999942779541
50,2,2576.0,0.8015000224113464,12.442681312561035,12.442680358886719,12.442680358886719,163.4694061279297,101.61412048339844,758.0010986328125,11.31158447265625,11.31158447265625,11.31158447265625,195.26705932617188,99.02617645263672,1037.767333984375,11.040842056274414,11.040842056274414,11.040842056274414,167.10215759277344,91.25360870361328,1389.8507080078125,13.228669166564941,13.228670120239258,13.228670120239258,213.44056701660156,102.30331420898438,1960.1427001953125,13.209749221801758,13.209748268127441,13.209748268127441,192.84371948242188,89.39318084716797,1951.82275390625,14.339925765991211,14.339926719665527,14.339926719665527,141.09463500976562,64.08607482910156,1377.013427734375,16.340065002441406,16.340065002441406,16.340065002441406,7.905226230621338,5.9873151779174805,18.02361488342285,443.5280887439572,102.30331420898438,8584.535154342651,0.7211999893188477
100,4,inf,0.8830000162124634,,,,158.59397888183594,100.53192138671875,733.90234375,10.38853931427002,10.388537406921387,10.388537406921387,177.69082641601562,96.07518768310547,1019.6194458007812,11.096860885620117,11.096861839294434,11.096861839294434,157.84849548339844,63.96000289916992,1552.432373046875,10.717905044555664,10.717904090881348,10.717904090881348,215.65316772460938,80.26495361328125,2386.823974609375,10.12867546081543,10.128674507141113,10.128674507141113,194.5634307861328,74.74830627441406,2224.826171875,10.85035228729248,10.850353240966797,10.850353240966797,111.98641967773438,50.45994186401367,1122.326416015625,8.307369232177734,8.30737018585205,8.30737018585205,4.514542579650879,3.625244617462158,9.875988006591797,423.3202714804394,100.53192138671875,9111.296414375305,0.8364999890327454
150,6,inf,0.9290000200271606,,,,135.9960174560547,94.6196060180664,648.046142578125,11.003644943237305,11.003645896911621,11.003645896911621,171.6161651611328,93.65196990966797,1011.9088134765625,8.346038818359375,8.346037864685059,8.346037864685059,156.60166931152344,59.515132904052734,1643.187744140625,11.804779052734375,11.804778099060059,11.804778099060059,208.44517517089844,70.1116943359375,2521.1103515625,11.739954948425293,11.739953994750977,11.739953994750977,174.7408905029297,53.193443298339844,2178.37890625,9.230875015258789,9.230874061584473,9.230874061584473,76.34198760986328,23.594799041748047,868.5743408203125,5.605713844299316,5.605714321136475,5.605714321136475,3.0179688930511475,2.397265672683716,7.164980411529541,390.9944165993226,94.6196060180664,8936.102283477783,0.8959999680519104
200,8,inf,0.9645000696182251,,,,86.0328598022461,42.25143814086914,486.1544189453125,5.7961859703063965,5.796185493469238,5.796185493469238,127.30494689941406,49.35963821411133,844.1403198242188,7.237526893615723,7.237527370452881,7.237527370452881,132.11341857910156,45.98887634277344,1491.94775390625,7.381471633911133,7.381471633911133,7.381471633911133,191.9976043701172,57.80903244018555,2461.403076171875,8.003581047058105,8.003581047058105,8.003581047058105,158.28807067871094,41.0445442199707,2051.5927734375,6.976011753082275,6.976011276245117,6.976011276245117,56.2039909362793,15.747516632080078,657.1068115234375,2.840210199356079,2.840210199356079,2.840210199356079,1.8238770961761475,1.3177111148834229,4.5079026222229,326.1959823506497,57.80903244018555,8035.088043451309,0.9276999831199646
